背番号,選手名,守備,生年月日,年齢,プロ年数,身長,体重,血液型,投打,出身地,推定年俸(万円),2019年所属球団,生年年,生年月,生年日,選手名_球団,選手名_生年月日,出場試合数,出身地域,出身校,高・大フラグ,オリックス,ソフトバンク,ヤクルト,ロッテ,中日,巨人,広島,日ハム,楽天,横浜,西武,阪神,直近10年間月間MVP受賞回数,直近10年間GG受賞回数,最大所属年数,最大所属年数球団,ネックレス太さ,目的変数_ネックレス装着フラグ,外国人フラグ,育成,2019年セパフラグ,最大所属年数球団_adj
2,藤原恭大,外野手,2000-05-06,19,1,181,78,B型,左左,大阪,1500,ロッテ,2000,5,6,藤原恭大_ロッテ,藤原恭大_2000-05-06,6.0,近畿,大阪桐蔭高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
3,角中勝也,外野手,1987-05-25,32,13,180,85,A型,右左,石川,13100,ロッテ,1987,5,25,角中勝也_ロッテ,角中勝也_1987-05-25,108.0,北信越,日本航空二高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
4,藤岡裕大,内野手,1993-08-08,26,2,178,77,O型,右左,岡山,3500,ロッテ,1993,8,8,藤岡裕大_ロッテ,藤岡裕大_1993-08-08,81.0,中国,亜大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,1.0,1.0,国内,0,パリーグ,ロッテ
5,安田尚憲,内野手,1999-04-15,20,2,188,95,A型,右左,大阪,1300,ロッテ,1999,4,15,安田尚憲_ロッテ,安田尚憲_1999-04-15,0.0,近畿,履正社高,高校,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
7,鈴木大地,内野手,1989-08-18,30,8,175,79,O型,右左,静岡,10000,ロッテ,1989,8,18,鈴木大地_ロッテ,鈴木大地_1989-08-18,140.0,東海,東洋大,大学,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
8,中村奨吾,内野手,1992-05-28,27,5,180,79,A型,右右,兵庫,7000,ロッテ,1992,5,28,中村奨吾_ロッテ,中村奨吾_1992-05-28,143.0,近畿,早大,大学,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,ロッテ,1.0,1.0,国内,0,パリーグ,ロッテ
9,福浦和也,内野手,1975-12-14,43,26,183,88,B型,左左,千葉,2000,ロッテ,1975,12,14,福浦和也_ロッテ,福浦和也_1975-12-14,1.0,関東,習志野高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
10,加藤翔平,外野手,1991-03-28,28,7,183,84,AB型,右両,埼玉,2700,ロッテ,1991,3,28,加藤翔平_ロッテ,加藤翔平_1991-03-28,60.0,関東,上武大,大学,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
11,佐々木千隼,投手,1994-06-08,25,3,181,83,O型,右右,東京,1670,ロッテ,1994,6,8,佐々木千隼_ロッテ,佐々木千隼_1994-06-08,7.0,東京,桜美林大,大学,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
12,石川歩,投手,1988-04-11,31,6,186,80,A型,右右,富山,11500,ロッテ,1988,4,11,石川歩_ロッテ,石川歩_1988-04-11,27.0,北信越,中部大,大学,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
13,平沢大河,内野手,1997-12-24,21,4,176,80,A型,右左,宮城,2620,ロッテ,1997,12,24,平沢大河_ロッテ,平沢大河_1997-12-24,51.0,東北,仙台育英高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
14,大谷智久,投手,1985-02-14,34,10,176,82,A型,右右,兵庫,8400,ロッテ,1985,2,14,大谷智久_ロッテ,大谷智久_1985-02-14,2.0,近畿,早大,大学,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
15,関谷亮太,投手,1991-05-10,28,4,180,84,A型,右右,神奈川,1650,ロッテ,1991,5,10,関谷亮太_ロッテ,関谷亮太_1991-05-10,0.0,関東,明大,大学,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
18,涌井秀章,投手,1986-06-21,33,15,185,85,A型,右右,千葉,20000,ロッテ,1986,6,21,涌井秀章_ロッテ,涌井秀章_1986-06-21,18.0,関東,横浜高,高校,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
19,唐川侑己,投手,1989-07-05,30,12,181,80,O型,右右,千葉,5600,ロッテ,1989,7,5,唐川侑己_ロッテ,唐川侑己_1989-07-05,40.0,関東,成田高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
20,東條大樹,投手,1991-08-15,28,4,177,81,O型,右右,神奈川,1200,ロッテ,1991,8,15,東條大樹_ロッテ,東條大樹_1991-08-15,58.0,関東,青学大,大学,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
21,内竜也,投手,1985-07-13,34,16,182,87,A型,右右,神奈川,5400,ロッテ,1985,7,13,内竜也_ロッテ,内竜也_1985-07-13,0.0,関東,川崎工高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
22,田村龍弘,捕手,1994-05-13,25,7,174,80,A型,右右,大阪,7200,ロッテ,1994,5,13,田村龍弘_ロッテ,田村龍弘_1994-05-13,100.0,近畿,光星学院高,高校,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,ロッテ,2.0,1.0,国内,0,パリーグ,ロッテ
23,酒居知史,投手,1993-01-02,26,3,178,80,A型,右右,大阪,2150,ロッテ,1993,1,2,酒居知史_ロッテ,酒居知史_1993-01-02,54.0,近畿,大体大,大学,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
24,東妻勇輔,投手,1996-04-04,23,1,172,80,B型,右右,和歌山,1200,ロッテ,1996,4,4,東妻勇輔_ロッテ,東妻勇輔_1996-04-04,24.0,近畿,日体大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
25,岡大海,外野手,1991-07-15,28,6,185,80,B型,右右,岡山,2300,ロッテ,1991,7,15,岡大海_ロッテ,岡大海_1991-07-15,95.0,中国,明大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,日ハム,0.0,0.0,国内,0,パリーグ,日ハム
27,山本大貴,投手,1995-11-10,23,2,182,80,B型,左左,北海道,1150,ロッテ,1995,11,10,山本大貴_ロッテ,山本大貴_1995-11-10,0.0,北海道,北星学園大付高,高校,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
28,松永昂大,投手,1988-04-16,31,7,175,82,O型,左左,香川,7000,ロッテ,1988,4,16,松永昂大_ロッテ,松永昂大_1988-04-16,46.0,四国,関西国際大,大学,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
29,西野勇士,投手,1991-03-06,28,11,182,82,A型,右右,富山,6000,ロッテ,1991,3,6,西野勇士_ロッテ,西野勇士_1991-03-06,37.0,北信越,新湊高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
30,大嶺祐太,投手,1988-06-16,31,13,184,80,A型,右左,沖縄,1970,ロッテ,1988,6,16,大嶺祐太_ロッテ,大嶺祐太_1988-06-16,0.0,九州,八重山商工高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
31,菅野剛士,外野手,1993-05-06,26,2,171,83,A型,右左,東京,1440,ロッテ,1993,5,6,菅野剛士_ロッテ,菅野剛士_1993-05-06,28.0,東京,明大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
32,髙濱卓也,内野手,1989-07-06,30,12,184,84,A型,右左,佐賀,1100,ロッテ,1989,7,6,髙濱卓也_ロッテ,髙濱卓也_1989-07-06,8.0,九州,横浜高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
33,南昌輝,投手,1989-01-18,30,9,182,88,A型,右右,和歌山,4000,ロッテ,1989,1,18,南昌輝_ロッテ,南昌輝_1989-01-18,4.0,近畿,立正大,大学,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
34,土肥星也,投手,1995-07-07,24,3,186,82,B型,左左,大阪,1180,ロッテ,1995,7,7,土肥星也_ロッテ,土肥星也_1995-07-07,6.0,近畿,尽誠学園高,高校,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
35,渡邉啓太,投手,1993-09-13,26,2,177,72,B型,右右,福島,1100,ロッテ,1993,9,13,渡邉啓太_ロッテ,渡邉啓太_1993-09-13,0.0,東北,神奈川工大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
36,有吉優樹,投手,1991-03-12,28,3,178,87,AB型,右右,千葉,4200,ロッテ,1991,3,12,有吉優樹_ロッテ,有吉優樹_1991-03-12,2.0,関東,東京情報大,大学,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
37,三木亮,内野手,1991-10-25,27,6,175,78,A型,右右,大阪,2240,ロッテ,1991,10,25,三木亮_ロッテ,三木亮_1991-10-25,89.0,近畿,上武大,大学,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
38,伊志嶺翔大,外野手,1988-05-12,31,9,179,79,A型,右右,沖縄,1690,ロッテ,1988,5,12,伊志嶺翔大_ロッテ,伊志嶺翔大_1988-05-12,0.0,九州,東海大,大学,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
39,吉田裕太,捕手,1991-07-21,28,6,183,94,O型,右右,千葉,1300,ロッテ,1991,7,21,吉田裕太_ロッテ,吉田裕太_1991-07-21,32.0,関東,立正大,大学,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
40,島孝明,投手,1998-06-26,21,3,180,82,A型,右右,千葉,590,ロッテ,1998,6,26,島孝明_ロッテ,島孝明_1998-06-26,0.0,関東,東海大市原望洋高,高校,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
41,成田翔,投手,1998-02-03,21,4,170,70,B型,左左,秋田,700,ロッテ,1998,2,3,成田翔_ロッテ,成田翔_1998-02-03,0.0,東北,秋田商高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
42,バルガス,内野手,1990-08-01,29,1,196,133,不明,右両,プエルトリコ,17000,ロッテ,1990,8,1,バルガス_ロッテ,バルガス_1990-08-01,35.0,プエルトリコ,ルイスヘルナイズベローネ高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国外,0,パリーグ,ロッテ
43,小島和哉,投手,1996-07-07,23,1,177,81,O型,左左,埼玉,1000,ロッテ,1996,7,7,小島和哉_ロッテ,小島和哉_1996-07-07,10.0,関東,早大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
44,井上晴哉,内野手,1989-07-03,30,6,180,114,A型,右右,広島,5000,ロッテ,1989,7,3,井上晴哉_ロッテ,井上晴哉_1989-07-03,129.0,中国,中大,大学,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
45,宗接唯人,捕手,1994-07-06,25,3,183,90,O型,右右,兵庫,800,ロッテ,1994,7,6,宗接唯人_ロッテ,宗接唯人_1994-07-06,0.0,近畿,亜大,大学,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
46,岩下大輝,投手,1996-10-02,23,5,181,80,O型,右右,石川,1000,ロッテ,1996,10,2,岩下大輝_ロッテ,岩下大輝_1996-10-02,21.0,北信越,星稜高,高校,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ロッテ,1.0,1.0,国内,0,パリーグ,ロッテ
47,田中靖洋,投手,1987-06-21,32,14,183,88,A型,右右,石川,2000,ロッテ,1987,6,21,田中靖洋_ロッテ,田中靖洋_1987-06-21,44.0,北信越,加賀高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,西武,2.0,1.0,国内,0,パリーグ,西武
48,中村稔弥,投手,1996-07-08,23,1,177,86,A型,左左,長崎,800,ロッテ,1996,7,8,中村稔弥_ロッテ,中村稔弥_1996-07-08,10.0,九州,亜大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
49,チェン・グァンユウ,投手,1990-10-29,28,9,179,75,B型,左左,台湾,2160,ロッテ,1990,10,29,チェン・グァンユウ_ロッテ,チェン・グァンユウ_1990-10-29,44.0,台湾,台湾国立体育大,大学,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,ロッテ,0.0,0.0,国外,0,パリーグ,ロッテ
50,松田進,内野手,1994-08-29,25,1,188,95,O型,右右,神奈川,770,ロッテ,1994,8,29,松田進_ロッテ,松田進_1994-08-29,3.0,関東,中大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
51,山口航輝,外野手,2000-08-18,19,1,182,85,A型,右右,大阪,560,ロッテ,2000,8,18,山口航輝_ロッテ,山口航輝_2000-08-18,0.0,近畿,明桜高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
52,益田直也,投手,1989-10-25,29,8,177,80,B型,右右,和歌山,13000,ロッテ,1989,10,25,益田直也_ロッテ,益田直也_1989-10-25,60.0,近畿,関西国際大,大学,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
53,江村直也,捕手,1992-05-06,27,9,176,83,B型,右右,広島,1200,ロッテ,1992,5,6,江村直也_ロッテ,江村直也_1992-05-06,23.0,中国,大阪桐蔭高,高校,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
54,レアード,内野手,1987-09-11,32,5,185,98,不明,右右,アメリカ,11880,ロッテ,1987,9,11,レアード_ロッテ,レアード_1987-09-11,139.0,アメリカ,サイプレス大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,日ハム,0.0,0.0,国外,0,パリーグ,日ハム
55,細川亨,捕手,1980-01-04,39,18,183,103,B型,右右,青森,1500,ロッテ,1980,1,4,細川亨_ロッテ,細川亨_1980-01-04,31.0,東北,青森大,大学,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,6.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
56,原嵩,投手,1997-12-06,21,4,185,85,B型,右右,茨城,500,ロッテ,1997,12,6,原嵩_ロッテ,原嵩_1997-12-06,0.0,関東,専大松戸高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
57,香月一也,内野手,1996-04-16,23,5,176,83,A型,右左,福岡,580,ロッテ,1996,4,16,香月一也_ロッテ,香月一也_1996-04-16,26.0,九州,大阪桐蔭高,高校,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
58,石崎剛,投手,1990-09-09,29,5,183,91,O型,右右,茨城,1440,ロッテ,1990,9,9,石崎剛_ロッテ,石崎剛_1990-09-09,4.0,関東,三和高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,阪神,0.0,0.0,国内,0,パリーグ,ロッテ
59,細谷圭,内野手,1988-01-17,31,14,182,84,B型,右右,群馬,2020,ロッテ,1988,1,17,細谷圭_ロッテ,細谷圭_1988-01-17,29.0,関東,太田市商高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
60,阿部和成,投手,1989-05-19,30,12,183,80,A型,右右,福岡,810,ロッテ,1989,5,19,阿部和成_ロッテ,阿部和成_1989-05-19,4.0,九州,大牟田高,高校,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
61,三家和真,外野手,1993-08-13,26,5,180,80,B型,右両,和歌山,520,ロッテ,1993,8,13,三家和真_ロッテ,三家和真_1993-08-13,25.0,近畿,市和歌山高,高校,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
62,永野将司,投手,1993-03-02,26,2,181,82,A型,左左,大分,850,ロッテ,1993,3,2,永野将司_ロッテ,永野将司_1993-03-02,5.0,九州,九州国際大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
63,種市篤暉,投手,1998-09-07,21,3,183,83,AB型,右右,青森,680,ロッテ,1998,9,7,種市篤暉_ロッテ,種市篤暉_1998-09-07,26.0,東北,八戸工大一高,高校,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
64,二木康太,投手,1995-08-01,24,6,190,85,O型,右右,鹿児島,4300,ロッテ,1995,8,1,二木康太_ロッテ,二木康太_1995-08-01,22.0,九州,鹿児島情報高,高校,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
65,古谷拓郎,投手,2000-04-21,19,1,182,76,O型,右右,千葉,460,ロッテ,2000,4,21,古谷拓郎_ロッテ,古谷拓郎_2000-04-21,0.0,関東,習志野高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
67,李杜軒,内野手,1988-04-21,31,12,173,90,A型,右右,台湾,500,ロッテ,1988,4,21,李杜軒_ロッテ,李杜軒_1988-04-21,1.0,台湾,岡山共生高,高校,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
68,大木貴将,内野手,1991-11-22,27,4,174,73,B型,右左,千葉,450,ロッテ,1991,11,22,大木貴将_ロッテ,大木貴将_1991-11-22,0.0,関東,拓大紅陵高,高校,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
69,土居豪人,投手,2000-04-02,19,1,191,84,O型,右右,愛媛,440,ロッテ,2000,4,2,土居豪人_ロッテ,土居豪人_2000-04-02,0.0,四国,松山聖陵高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
79,マーティン,外野手,1988-03-06,31,1,189,91,不明,右左,キューバ,3300,ロッテ,1988,3,6,マーティン_ロッテ,マーティン_1988-03-06,52.0,キューバ,マニュエルファハルド高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国外,0,パリーグ,ロッテ
85,ブランドン,投手,1984-05-16,35,3,188,91,不明,左左,アメリカ,2160,ロッテ,1984,5,16,ブランドン_ロッテ,ブランドン_1984-05-16,14.0,アメリカ,マウントレーニア高,高校,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,横浜,0.0,0.0,国外,0,パリーグ,ロッテ
86,ボルシンガー,投手,1988-01-29,31,2,185,97,不明,右右,アメリカ,18530,ロッテ,1988,1,29,ボルシンガー_ロッテ,ボルシンガー_1988-01-29,20.0,アメリカ,アーカンソー大,大学,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国外,0,パリーグ,ロッテ
99,柿沼友哉,捕手,1993-05-12,26,4,180,82,A型,右右,茨城,490,ロッテ,1993,5,12,柿沼友哉_ロッテ,柿沼友哉_1993-05-12,34.0,関東,日大国際関係学部,大学,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ロッテ,0.0,0.0,国内,0,パリーグ,ロッテ
121,鎌田光津希,投手,1995-09-06,24,1,180,91,A型,右右,千葉,230,ロッテ,1995,9,6,鎌田光津希_ロッテ,鎌田光津希_1995-09-06,0.0,関東,敬愛大,大学,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,0.0,0.0,国内,育成,パリーグ,ロッテ
122,和田康士朗,外野手,1999-01-14,20,2,185,72,B型,左左,埼玉,240,ロッテ,1999,1,14,和田康士朗_ロッテ,和田康士朗_1999-01-14,0.0,関東,小川高,高校,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,育成,パリーグ,ロッテ
123,森遼大朗,投手,1999-04-22,20,2,180,80,A型,右左,宮崎,230,ロッテ,1999,4,22,森遼大朗_ロッテ,森遼大朗_1999-04-22,0.0,九州,都城商高,高校,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ロッテ,0.0,0.0,国内,育成,パリーグ,ロッテ
124,茶谷健太,内野手,1998-01-16,21,4,186,85,O型,右右,神奈川,300,ロッテ,1998,1,16,茶谷健太_ロッテ,茶谷健太_1998-01-16,0.0,関東,帝京三高,高校,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
0,島井寛仁,外野手,1990-06-19,29,7,174,70,A型,右右,沖縄,700,楽天,1990,6,19,島井寛仁_楽天,島井寛仁_1990-06-19,10.0,九州,西原高,高校,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,楽天,0.0,0.0,国内,0,パリーグ,楽天
1,松井裕樹,投手,1995-10-30,23,6,174,74,A型,左左,神奈川,11000,楽天,1995,10,30,松井裕樹_楽天,松井裕樹_1995-10-30,68.0,関東,桐光学園高,高校,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,楽天,0.0,0.0,国内,0,パリーグ,楽天
